"project","campaignid","sample","family","genus","species","legal.sublegal","count","year","sanctuary","status","site","observer","replicate","sampling.location","depth","gps","way.point","d","time","complexity","algal.cover","latitude","longitude","successful.count","successful.length","date","location"
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","843","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Little Salmon","3","8","none","2.5",NA,NA,NA,"12:00:00","4","2","-32.025352","115.52435","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","846","Palinuridae","Panulirus","cygnus","Legal","1","2016","Parker Point","No-take","Salmon Bay","1","1","none","1.5",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","846","Palinuridae","Panulirus","cygnus","Sublegal","0","2016","Parker Point","No-take","Salmon Bay","1","1","none","1.5",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","846","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","1","1","none","1.5",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","852","Palinuridae","Panulirus","cygnus","Legal","3","2016","Parker Point","No-take","Salmon Bay","1","7","none","1.5",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","852","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Parker Point","No-take","Salmon Bay","1","7","none","1.5",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","852","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","1","7","none","1.5",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","857","Palinuridae","Panulirus","cygnus","Legal","0","2016","Parker Point","No-take","Salmon Bay","2","2","none","2",NA,NA,NA,"12:00:00","2","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","857","Palinuridae","Panulirus","cygnus","Sublegal","2","2016","Parker Point","No-take","Salmon Bay","2","2","none","2",NA,NA,NA,"12:00:00","2","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","857","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","2","2","none","2",NA,NA,NA,"12:00:00","2","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","858","Palinuridae","Panulirus","cygnus","Legal","2","2016","Parker Point","No-take","Salmon Bay","2","3","none","2",NA,NA,NA,"12:00:00","4","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","858","Palinuridae","Panulirus","cygnus","Sublegal","0","2016","Parker Point","No-take","Salmon Bay","2","3","none","2",NA,NA,NA,"12:00:00","4","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","858","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","2","3","none","2",NA,NA,NA,"12:00:00","4","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","860","Palinuridae","Panulirus","cygnus","Legal","0","2016","Parker Point","No-take","Salmon Bay","2","5","none","3",NA,NA,NA,"12:00:00","2","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","860","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Parker Point","No-take","Salmon Bay","2","5","none","3",NA,NA,NA,"12:00:00","2","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","860","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","2","5","none","3",NA,NA,NA,"12:00:00","2","1","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","862","Palinuridae","Panulirus","cygnus","Legal","1","2016","Parker Point","No-take","Salmon Bay","2","7","none","1.5",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","862","Palinuridae","Panulirus","cygnus","Sublegal","3","2016","Parker Point","No-take","Salmon Bay","2","7","none","1.5",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","862","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","2","7","none","1.5",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","863","Palinuridae","Panulirus","cygnus","Legal","1","2016","Parker Point","No-take","Salmon Bay","2","8","none","3",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","863","Palinuridae","Panulirus","cygnus","Sublegal","0","2016","Parker Point","No-take","Salmon Bay","2","8","none","3",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","863","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","2","8","none","3",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","864","Palinuridae","Panulirus","cygnus","Legal","3","2016","Parker Point","No-take","Salmon Bay","2","9","none","3.5",NA,NA,NA,"12:00:00","2","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","864","Palinuridae","Panulirus","cygnus","Sublegal","0","2016","Parker Point","No-take","Salmon Bay","2","9","none","3.5",NA,NA,NA,"12:00:00","2","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","864","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","2","9","none","3.5",NA,NA,NA,"12:00:00","2","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","866","Palinuridae","Panulirus","cygnus","Legal","0","2016","Parker Point","No-take","Salmon Bay","3","1","none","2",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","866","Palinuridae","Panulirus","cygnus","Sublegal","2","2016","Parker Point","No-take","Salmon Bay","3","1","none","2",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","866","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","3","1","none","2",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","867","Palinuridae","Panulirus","cygnus","Legal","0","2016","Parker Point","No-take","Salmon Bay","3","2","none","1.7",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","867","Palinuridae","Panulirus","cygnus","Sublegal","2","2016","Parker Point","No-take","Salmon Bay","3","2","none","1.7",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","867","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","3","2","none","1.7",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","868","Palinuridae","Panulirus","cygnus","Legal","1","2016","Parker Point","No-take","Salmon Bay","3","3","none","1.5",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","868","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Parker Point","No-take","Salmon Bay","3","3","none","1.5",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","868","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","3","3","none","1.5",NA,NA,NA,"12:00:00","3","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","870","Palinuridae","Panulirus","cygnus","Legal","2","2016","Parker Point","No-take","Salmon Bay","3","5","none","1.8",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","870","Palinuridae","Panulirus","cygnus","Sublegal","8","2016","Parker Point","No-take","Salmon Bay","3","5","none","1.8",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","870","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","3","5","none","1.8",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","875","Palinuridae","Panulirus","cygnus","Legal","1","2016","Parker Point","No-take","Salmon Bay","3","10","none","2.3",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","875","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Parker Point","No-take","Salmon Bay","3","10","none","2.3",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","875","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Parker Point","No-take","Salmon Bay","3","10","none","2.3",NA,NA,NA,"12:00:00","4","2","-32.021726","115.520259","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","877","Palinuridae","Panulirus","cygnus","Legal","1","2016","Armstrong Bay","No-take","Parakeet Bay","1","2","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","877","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Armstrong Bay","No-take","Parakeet Bay","1","2","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","877","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Armstrong Bay","No-take","Parakeet Bay","1","2","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","879","Palinuridae","Panulirus","cygnus","Legal","3","2016","Armstrong Bay","No-take","Parakeet Bay","1","4","none","2.5",NA,NA,NA,"12:00:00","3","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","879","Palinuridae","Panulirus","cygnus","Sublegal","0","2016","Armstrong Bay","No-take","Parakeet Bay","1","4","none","2.5",NA,NA,NA,"12:00:00","3","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","879","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Armstrong Bay","No-take","Parakeet Bay","1","4","none","2.5",NA,NA,NA,"12:00:00","3","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","892","Palinuridae","Panulirus","cygnus","Legal","0","2016","Armstrong Bay","No-take","Parakeet Bay","2","7","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","892","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Armstrong Bay","No-take","Parakeet Bay","2","7","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","892","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Armstrong Bay","No-take","Parakeet Bay","2","7","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","893","Palinuridae","Panulirus","cygnus","Legal","0","2016","Armstrong Bay","No-take","Parakeet Bay","2","8","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","893","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Armstrong Bay","No-take","Parakeet Bay","2","8","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","893","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Armstrong Bay","No-take","Parakeet Bay","2","8","none","2",NA,NA,NA,"12:00:00","4","2","-31.987022","115.513504","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","907","Palinuridae","Panulirus","cygnus","Legal","0","2016","Green Island","No-take","Green Island","1","2","none","3",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","907","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Green Island","No-take","Green Island","1","2","none","3",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","907","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","1","2","none","3",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","914","Palinuridae","Panulirus","cygnus","Legal","1","2016","Green Island","No-take","Green Island","1","9","none","3",NA,NA,NA,"12:00:00","4","1","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","914","Palinuridae","Panulirus","cygnus","Sublegal","3","2016","Green Island","No-take","Green Island","1","9","none","3",NA,NA,NA,"12:00:00","4","1","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","914","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","1","9","none","3",NA,NA,NA,"12:00:00","4","1","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","915","Palinuridae","Panulirus","cygnus","Legal","1","2016","Green Island","No-take","Green Island","1","10","none","2.5",NA,NA,NA,"12:00:00","4","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","915","Palinuridae","Panulirus","cygnus","Sublegal","3","2016","Green Island","No-take","Green Island","1","10","none","2.5",NA,NA,NA,"12:00:00","4","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","915","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","1","10","none","2.5",NA,NA,NA,"12:00:00","4","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","917","Palinuridae","Panulirus","cygnus","Legal","3","2016","Green Island","No-take","Green Island","2","2","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","917","Palinuridae","Panulirus","cygnus","Sublegal","5","2016","Green Island","No-take","Green Island","2","2","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","917","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","2","2","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","919","Palinuridae","Panulirus","cygnus","Legal","0","2016","Green Island","No-take","Green Island","2","4","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","919","Palinuridae","Panulirus","cygnus","Sublegal","3","2016","Green Island","No-take","Green Island","2","4","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","919","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","2","4","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","922","Palinuridae","Panulirus","cygnus","Legal","2","2016","Green Island","No-take","Green Island","2","7","none","5",NA,NA,NA,"12:00:00","2","3","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","922","Palinuridae","Panulirus","cygnus","Sublegal","3","2016","Green Island","No-take","Green Island","2","7","none","5",NA,NA,NA,"12:00:00","2","3","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","922","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","2","7","none","5",NA,NA,NA,"12:00:00","2","3","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","924","Palinuridae","Panulirus","cygnus","Legal","2","2016","Green Island","No-take","Green Island","2","9","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","924","Palinuridae","Panulirus","cygnus","Sublegal","2","2016","Green Island","No-take","Green Island","2","9","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","924","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","2","9","none","1.5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","925","Palinuridae","Panulirus","cygnus","Legal","0","2016","Green Island","No-take","Green Island","2","10","none","2",NA,NA,NA,"12:00:00","4","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","925","Palinuridae","Panulirus","cygnus","Sublegal","4","2016","Green Island","No-take","Green Island","2","10","none","2",NA,NA,NA,"12:00:00","4","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","925","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","2","10","none","2",NA,NA,NA,"12:00:00","4","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","926","Palinuridae","Panulirus","cygnus","Legal","1","2016","Green Island","No-take","Green Island","3","1","none","5.5",NA,NA,NA,"12:00:00","3","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","926","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Green Island","No-take","Green Island","3","1","none","5.5",NA,NA,NA,"12:00:00","3","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","926","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","3","1","none","5.5",NA,NA,NA,"12:00:00","3","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","927","Palinuridae","Panulirus","cygnus","Legal","2","2016","Green Island","No-take","Green Island","3","2","none","5.5",NA,NA,NA,"12:00:00","3","3","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","927","Palinuridae","Panulirus","cygnus","Sublegal","3","2016","Green Island","No-take","Green Island","3","2","none","5.5",NA,NA,NA,"12:00:00","3","3","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","927","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","3","2","none","5.5",NA,NA,NA,"12:00:00","3","3","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","928","Palinuridae","Panulirus","cygnus","Legal","1","2016","Green Island","No-take","Green Island","3","3","none","5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","928","Palinuridae","Panulirus","cygnus","Sublegal","5","2016","Green Island","No-take","Green Island","3","3","none","5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","928","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","3","3","none","5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","929","Palinuridae","Panulirus","cygnus","Legal","0","2016","Green Island","No-take","Green Island","3","4","none","5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","929","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Green Island","No-take","Green Island","3","4","none","5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","929","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Green Island","No-take","Green Island","3","4","none","5",NA,NA,NA,"12:00:00","2","2","-32.016548","115.499102","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","938","Palinuridae","Panulirus","cygnus","Legal","0","2016","Armstrong Bay","Fished","Geordie Bay","1","3","none","0.5",NA,NA,NA,"12:00:00","1","1","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","938","Palinuridae","Panulirus","cygnus","Sublegal","4","2016","Armstrong Bay","Fished","Geordie Bay","1","3","none","0.5",NA,NA,NA,"12:00:00","1","1","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","938","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Armstrong Bay","Fished","Geordie Bay","1","3","none","0.5",NA,NA,NA,"12:00:00","1","1","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","944","Palinuridae","Panulirus","cygnus","Legal","0","2016","Armstrong Bay","Fished","Geordie Bay","1","9","none","4",NA,NA,NA,"12:00:00","2","2","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","944","Palinuridae","Panulirus","cygnus","Sublegal","1","2016","Armstrong Bay","Fished","Geordie Bay","1","9","none","4",NA,NA,NA,"12:00:00","2","2","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","944","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Armstrong Bay","Fished","Geordie Bay","1","9","none","4",NA,NA,NA,"12:00:00","2","2","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","945","Palinuridae","Panulirus","cygnus","Legal","1","2016","Armstrong Bay","Fished","Geordie Bay","1","10","none","3",NA,NA,NA,"12:00:00","3","2","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","945","Palinuridae","Panulirus","cygnus","Sublegal","0","2016","Armstrong Bay","Fished","Geordie Bay","1","10","none","3",NA,NA,NA,"12:00:00","3","2","-31.988813","115.522852","Yes","Yes","20160101",NA
"BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC","945","Palinuridae","Panulirus","cygnus","Unsized","0","2016","Armstrong Bay","Fished","Geordie Bay","1","10","none","3",NA,NA,NA,"12:00:00","3","2","-31.988813","115.522852","Yes","Yes","20160101",NA
